SHA,URL,Parent,Independent,Pure,Operation,Location,Src,Dst
455a27f0a64753fc83d7d91b6b33881dfcf63679,https://github.com/tensorflow/tensorflow/commit/455a27f0a64753fc83d7d91b6b33881dfcf63679,https://github.com/tensorflow/tensorflow/commit/67ade17f6bfb4f9b799ab0755800262c5e821dc7,1,1,Rename Module,tensorflow/python/platform,tensorflow/python/platform/default/_logging.py,tensorflow/python/platform/tf_logging.py
3f532b99c6dd89ac18b62a8d20732a517ee1e767,https://github.com/tensorflow/tensorflow/commit/3f532b99c6dd89ac18b62a8d20732a517ee1e767,https://github.com/tensorflow/tensorflow/commit/15ffb9d4fb9a440a5b355e3064f8737a435f872c,1,1,Rename Module,tensorflow/python/ops,tensorflow/python/ops/image_grad_test.py,tensorflow/python/ops/image_grad_test_base.py
3be3aea56e19e2bcb440ccd736ee86b4e3d6c197,https://github.com/tensorflow/tensorflow/commit/3be3aea56e19e2bcb440ccd736ee86b4e3d6c197,https://github.com/tensorflow/tensorflow/commit/c1ab4bed68fcce0cc6db09242335c7c7cc853081,1,0,Rename Module,tensorflow/python/keras/layers,tensorflow/python/keras/layers/unified_gru_test.py,tensorflow/python/keras/layers/gru_v2_test.py
3be3aea56e19e2bcb440ccd736ee86b4e3d6c197,https://github.com/tensorflow/tensorflow/commit/3be3aea56e19e2bcb440ccd736ee86b4e3d6c197,https://github.com/tensorflow/tensorflow/commit/c1ab4bed68fcce0cc6db09242335c7c7cc853081,1,0,Rename Module,tensorflow/python/keras/layers,tensorflow/python/keras/layers/unified_lstm_test.py,tensorflow/python/keras/layers/lstm_v2_test.py
3908ff3b2c74c0e7499252cb4796d81f990884e6,https://github.com/tensorflow/tensorflow/commit/3908ff3b2c74c0e7499252cb4796d81f990884e6,https://github.com/tensorflow/tensorflow/commit/daf8f006143906e864707b1ad85254944beb8c47,1,0,Rename Module,tensorflow/python/keras/engine,tensorflow/python/keras/engine/topology_test.py,tensorflow/python/keras/engine/network_test.py
38a1921ae911d2a7ade487bf3f80ba932dd53988,https://github.com/tensorflow/tensorflow/commit/38a1921ae911d2a7ade487bf3f80ba932dd53988,https://github.com/tensorflow/tensorflow/commit/4cf9eee73beb5bf5105047d8be3832a064107324,1,1,Rename Module,tensorflow/contrib/bayesflow/python/ops,tensorflow/contrib/bayesflow/python/ops/layers_dense_variational_impl.py,tensorflow/contrib/bayesflow/python/ops/layers_dense_variational.py
1034bb2e69cae7ddd7f26f818e0d8527c5d4c3e9,https://github.com/tensorflow/tensorflow/commit/1034bb2e69cae7ddd7f26f818e0d8527c5d4c3e9,https://github.com/tensorflow/tensorflow/commit/180c457563271b072b33c90bf2f2fbbea450c943,1,1,Rename Module,tensorflow/contrib/feature_column/python/feature_column,tensorflow/contrib/feature_column/python/feature_column/equential_feature_column.py,tensorflow/contrib/feature_column/python/feature_column/sequence_feature_column.py
0d4485677356a761f21ad7223759cd89bcc9034c,https://github.com/tensorflow/tensorflow/commit/0d4485677356a761f21ad7223759cd89bcc9034c,https://github.com/tensorflow/tensorflow/commit/9c3882cf5e37afd8621509b4db57eb43ff381060,1,1,Rename Module,tensorflow/python/distribute,tensorflow/python/distribute/combinations_test.py,tensorflow/python/distribute/test_combinations_test.py
0cf8555526ca8125f0c3e3b4352b1738d75bdb90,https://github.com/tensorflow/tensorflow/commit/0cf8555526ca8125f0c3e3b4352b1738d75bdb90,https://github.com/tensorflow/tensorflow/commit/b9d1b351e54c27851bf2c4f9e6b5b3b5707d374f,1,0,Rename Module,tensorflow,tensorflow.python.compiler.tensorrt.wrap_conversion,tensorflow.compiler.tf2tensorrt.wrap_py_utils
f7ee93fc2022486eba7a311436d3420ed88e5a80,https://github.com/scikit-learn/scikit-learn/commit/f7ee93fc2022486eba7a311436d3420ed88e5a80,https://github.com/scikit-learn/scikit-learn/commit/639d5aaaa25287db21eb0bb7ed4db9df12dd44fa,1,1,Rename Module,examples/cluster,examples/cluster/kmeans_digits.py,examples/cluster/plot_kmeans_digits.py
f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/5571f7e06955ba5971e5f3d34e44b83bfac7aa5f,1,2,Rename Module,examples,examples/gmm/plot_gmm.py,examples/mixture/plot_gmm.py
f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/5571f7e06955ba5971e5f3d34e44b83bfac7aa5f,1,2,Rename Module,examples,examples/gmm/plot_gmm_classifier.py,examples/mixture/plot_gmm_classifier.py
f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/5571f7e06955ba5971e5f3d34e44b83bfac7aa5f,1,2,Rename Module,examples,examples/gmm/plot_gmm_pdf.py,examples/mixture/plot_gmm_pdf.py
f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/f00bdfa5b06daca830a04c4628c00d7b2840e18e,https://github.com/scikit-learn/scikit-learn/commit/5571f7e06955ba5971e5f3d34e44b83bfac7aa5f,1,2,Rename Module,scikits/learn,scikits/learn/gmm.py,scikits/learn/mixture.py
dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dd637c2497d3208af0ee5a0171a5074bccbc98d3,1,2,Rename Module,examples,examples/gpml/plot_gp_probabilistic_classification_after_regression.py,examples/gaussian_process/plot_gp_probabilistic_classification_after_regression.py
dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dd637c2497d3208af0ee5a0171a5074bccbc98d3,1,2,Rename Module,scikits/learn,scikits/learn/gpml/__init__.py,scikits/learn/gaussian_process/__init__.py
dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dd637c2497d3208af0ee5a0171a5074bccbc98d3,1,2,Rename Module,scikits/learn,scikits/learn/gpml/correlation_models.py,scikits/learn/gaussian_process/correlation.py
dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dbfd17ba792a1374e9201b1dbea2f890aea22744,https://github.com/scikit-learn/scikit-learn/commit/dd637c2497d3208af0ee5a0171a5074bccbc98d3,1,2,Rename Module,scikits/learn,scikits/learn/gpml/gaussian_process_model.py,scikits/learn/gaussian_process/gaussian_process.py
d9bb6ac8e9b89b8d8bb0a4e3e0c9f7e9ca49f641,https://github.com/scikit-learn/scikit-learn/commit/d9bb6ac8e9b89b8d8bb0a4e3e0c9f7e9ca49f641,https://github.com/scikit-learn/scikit-learn/commit/25284b9cf156a5f6fe09bc3a9bb95dfad4cb5eb9,1,1,Rename Module,sklearn/linear_model,sklearn/linear_model/pa.py,sklearn/linear_model/passive_aggressive.py
cd01f48f1dc7a6156e3dc515f72857e4f866202e,https://github.com/scikit-learn/scikit-learn/commit/cd01f48f1dc7a6156e3dc515f72857e4f866202e,https://github.com/scikit-learn/scikit-learn/commit/c126a39eb60749415ef3da4d438245f97f803d09,1,1,Rename Module,scikits/learn/decomposition,scikits/learn/decomposition/fastica.py,scikits/learn/decomposition/fastica_.py
ccb58f14cc9634b36290682bac45a32bfb208a7c,https://github.com/scikit-learn/scikit-learn/commit/ccb58f14cc9634b36290682bac45a32bfb208a7c,https://github.com/scikit-learn/scikit-learn/commit/085544eb5ee444d77eb780b1775bb3450355a5bf,1,1,Rename Module,scikits/learn/linear_model,scikits/learn/linear_model/lars.py,scikits/learn/linear_model/least_angle.py
ccb58f14cc9634b36290682bac45a32bfb208a7c,https://github.com/scikit-learn/scikit-learn/commit/ccb58f14cc9634b36290682bac45a32bfb208a7c,https://github.com/scikit-learn/scikit-learn/commit/085544eb5ee444d77eb780b1775bb3450355a5bf,1,1,Rename Module,scikits/learn/linear_model/tests,scikits/learn/linear_model/tests/test_lars.py,scikits/learn/linear_model/tests/test_least_angle.py
c6b9b284756a0554d0062cd2be82b3bdd6d4b6f2,https://github.com/scikit-learn/scikit-learn/commit/c6b9b284756a0554d0062cd2be82b3bdd6d4b6f2,https://github.com/scikit-learn/scikit-learn/commit/0787e253bfacc5b622336b9acf3dd5ad008afb0c,1,1,Rename Module,scikits/learn,scikits/learn/base_estimator.py,scikits/learn/base.py
c6b9b284756a0554d0062cd2be82b3bdd6d4b6f2,https://github.com/scikit-learn/scikit-learn/commit/c6b9b284756a0554d0062cd2be82b3bdd6d4b6f2,https://github.com/scikit-learn/scikit-learn/commit/0787e253bfacc5b622336b9acf3dd5ad008afb0c,1,1,Rename Module,scikits/learn/tests,scikits/learn/tests/test_base_estimator.py,scikits/learn/tests/test_base.py
c1aea3f868652e23eb01a1ebaf22ab0e77c4e9ee,https://github.com/scikit-learn/scikit-learn/commit/c1aea3f868652e23eb01a1ebaf22ab0e77c4e9ee,https://github.com/scikit-learn/scikit-learn/commit/0245fc8aec4d78087de67b723ce81d8551159a03,1,1,Rename Module,sklearn/feature_selection,sklearn/feature_selection/mutual_info.py,sklearn/feature_selection/mutual_info_.py
bb719e188c549b699bd14f189fbd6068c4e53edd,https://github.com/scikit-learn/scikit-learn/commit/bb719e188c549b699bd14f189fbd6068c4e53edd,https://github.com/scikit-learn/scikit-learn/commit/e4d18845c3670672699f33d073260b78380529bf,0,1,Rename Module,sklearn/preprocessing,sklearn/preprocessing/discretization.py,sklearn/preprocessing/_discretization.py
bb34e5fcc9c51e47dc9a15885fa6acfa24691f7f,https://github.com/scikit-learn/scikit-learn/commit/bb34e5fcc9c51e47dc9a15885fa6acfa24691f7f,https://github.com/scikit-learn/scikit-learn/commit/12e8e471368ec9b977b862b5ac4507ced825d2a9,1,1,Rename Module,scikits/learn/glm/benchmarks,scikits/learn/glm/benchmarks/ridge.py,scikits/learn/glm/benchmarks/bench_glm.py
bb34e5fcc9c51e47dc9a15885fa6acfa24691f7f,https://github.com/scikit-learn/scikit-learn/commit/bb34e5fcc9c51e47dc9a15885fa6acfa24691f7f,https://github.com/scikit-learn/scikit-learn/commit/12e8e471368ec9b977b862b5ac4507ced825d2a9,1,1,Rename Module,scikits/learn/glm/benchmarks,scikits/learn/glm/benchmarks/lars.py,scikits/learn/glm/benchmarks/bench_lars.py
b8d4d4ba9eb3f2f2165ee18fde067ba0f79bb11e,https://github.com/scikit-learn/scikit-learn/commit/b8d4d4ba9eb3f2f2165ee18fde067ba0f79bb11e,https://github.com/scikit-learn/scikit-learn/commit/e1a1b3ee3b444470c1a2b28a398448b047828020,1,1,Rename Module,sklearn,scikits.learn.tree,sklearn.tree
ad64a0da2ec0eed0a650f9da770f39e6a6e7e80e,https://github.com/scikit-learn/scikit-learn/commit/ad64a0da2ec0eed0a650f9da770f39e6a6e7e80e,https://github.com/scikit-learn/scikit-learn/commit/84ed0f8b07e8bce9ea6e492a5ed1eaa647d85a9e,1,2,Rename Module,examples/ensemble,examples/ensemble/plot_adaboost_classification.py,examples/ensemble/plot_adaboost_twoclass.py
a3f4f6b3aaff8122b3a93559de37d582201f6126,https://github.com/scikit-learn/scikit-learn/commit/a3f4f6b3aaff8122b3a93559de37d582201f6126,https://github.com/scikit-learn/scikit-learn/commit/f497c990498bfb006433472206a7791625132c1a,1,1,Rename Module,examples,examples/plot_meanshift.py,examples/plot_mean_shift.py
99d2624f646d18d5f52172ba4f67c6a9d9dcc53a,https://github.com/scikit-learn/scikit-learn/commit/99d2624f646d18d5f52172ba4f67c6a9d9dcc53a,https://github.com/scikit-learn/scikit-learn/commit/cec4ed78fc58b1682ee26b52e84afe895062aaee,1,1,Rename Module,sklearn/utils,sklearn/utils/ransac.py,sklearn/utils/_ransac.py
8d4e32ab5a10faaeddc0fe0312ab3ebd4c1b1757,https://github.com/scikit-learn/scikit-learn/commit/8d4e32ab5a10faaeddc0fe0312ab3ebd4c1b1757,https://github.com/scikit-learn/scikit-learn/commit/a20a85e3a7a8d0301103408f3c28e8fca6cbd315,1,1,Rename Module,examples,examples/plot_kpca.py,examples/plot_kernel_pca.py
86974f8d725fc3b1956bdc141ae0381e1c710205,https://github.com/scikit-learn/scikit-learn/commit/86974f8d725fc3b1956bdc141ae0381e1c710205,https://github.com/scikit-learn/scikit-learn/commit/52b445c9fb519095d379fed8452942aeb293fe5c,1,1,Rename Module,examples/mixture,examples/mixture/plot_gmm_clustering.py,examples/mixture/plot_gmm_covariances.py
860f0099645bf90e300b59e1377fbf9637ca14f2,https://github.com/scikit-learn/scikit-learn/commit/860f0099645bf90e300b59e1377fbf9637ca14f2,https://github.com/scikit-learn/scikit-learn/commit/54a4be5951376e4fc54ffa6a4664a6848791e2e9,1,1,Rename Module,examples,examples/plot_logistic_l1_l2_coef.py,examples/logistic_l1_l2_coef.py
6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/7aff4c3513cffce53a4f17737ba19e4f44c36a93,1,1,Rename Module,sklearn/mixture,sklearn/mixture/base.py,sklearn/mixture/_base.py
6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/7aff4c3513cffce53a4f17737ba19e4f44c36a93,1,1,Rename Module,sklearn/mixture,sklearn/mixture/bayesian_mixture.py,sklearn/mixture/_bayesian_mixture.py
6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/6ac9dc4878d29b99f581a407120b82b9d25855d4,https://github.com/scikit-learn/scikit-learn/commit/7aff4c3513cffce53a4f17737ba19e4f44c36a93,1,1,Rename Module,sklearn/mixture,sklearn/mixture/gaussian_mixture.py,sklearn/mixture/_gaussian_mixture.py
68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/2fed2ab846e223b045c31b1c44db4b5a88fddcc8,1,2,Rename Module,scikits/learn,scikits/learn/glm/__init__.py,scikits/learn/linear_model/__init__.py
68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/2fed2ab846e223b045c31b1c44db4b5a88fddcc8,1,2,Rename Module,scikits/learn,scikits/learn/glm/base.py,scikits/learn/linear_model/base.py
68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/68bc58d029ef9540fffa98ea8c5a23834a123989,https://github.com/scikit-learn/scikit-learn/commit/2fed2ab846e223b045c31b1c44db4b5a88fddcc8,1,2,Rename Module,scikits/learn,scikits/learn/glm/benchmarks/__init__.py,scikits/learn/linear_model/benchmarks/__init__.py
57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/be6bf6902c199b27f4f001ce3597e521c3a0d0aa,1,1,Rename Module,sklearn/covariance,sklearn/covariance/_empirical_covariance_.py,sklearn/covariance/_empirical_covariance.py
57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/be6bf6902c199b27f4f001ce3597e521c3a0d0aa,1,1,Rename Module,sklearn/covariance,sklearn/covariance/_graph_lasso_.py,sklearn/covariance/_graph_lasso.py
57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/be6bf6902c199b27f4f001ce3597e521c3a0d0aa,1,1,Rename Module,sklearn/covariance,sklearn/covariance/_shrunk_covariance_.py,sklearn/covariance/_shrunk_covariance.py
57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/be6bf6902c199b27f4f001ce3597e521c3a0d0aa,1,1,Rename Module,sklearn/cross_decomposition,sklearn/cross_decomposition/_pls_.py,sklearn/cross_decomposition/_pls.py
57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/57996433e65c8df88d30b45bb3913317286eb7c1,https://github.com/scikit-learn/scikit-learn/commit/be6bf6902c199b27f4f001ce3597e521c3a0d0aa,1,1,Rename Module,sklearn/manifold,sklearn/manifold/_spectral_embedding_.py,sklearn/manifold/_spectral_embedding.py
52fededf6ed9e04169230aab908c6d5a999eace0,https://github.com/scikit-learn/scikit-learn/commit/52fededf6ed9e04169230aab908c6d5a999eace0,https://github.com/scikit-learn/scikit-learn/commit/d7e640840c93e7ac982631740b2942d5e6dc306d,1,1,Rename Module,scikits/learn,scikits/learn/base_estimator.py,scikits/learn/base.py
52fededf6ed9e04169230aab908c6d5a999eace0,https://github.com/scikit-learn/scikit-learn/commit/52fededf6ed9e04169230aab908c6d5a999eace0,https://github.com/scikit-learn/scikit-learn/commit/d7e640840c93e7ac982631740b2942d5e6dc306d,1,1,Rename Module,scikits/learn/tests,scikits/learn/tests/test_base_estimator.py,scikits/learn/tests/test_base.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/__init__.py,sklearn/utils/sparsetools/__init__.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/_graph_validation.py,sklearn/utils/sparsetools/_graph_validation.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/setup.py,sklearn/utils/sparsetools/setup.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/tests/__init__.py,sklearn/utils/sparsetools/tests/__init__.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/tests/test_spanning_tree.py,sklearn/utils/sparsetools/tests/test_spanning_tree.py
4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/4e1e1ab7726e62ad3f41963624e38c855d29c58b,https://github.com/scikit-learn/scikit-learn/commit/baae05ec2f7721fded91e579b64b55ed170f555e,1,1,Rename Module,sklearn/utils,sklearn/utils/mst/tests/test_traversal.py,sklearn/utils/sparsetools/tests/test_traversal.py
43b962a21006b09a98b9b4219a328268fb6c1203,https://github.com/scikit-learn/scikit-learn/commit/43b962a21006b09a98b9b4219a328268fb6c1203,https://github.com/scikit-learn/scikit-learn/commit/0b3981c42535189b2dd78a65a9b799ca9df172d1,1,2,Rename Module,examples/tutorial,examples/tutorial/_plot_pca_3d.py,examples/tutorial/plot_pca_3d.py
26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/cd86703e2d9ffe00a382891b42cd19cdb4380994,1,1,Rename Module,scikits/learn,scikits/learn/features/__init__.py,scikits/learn/feature_extraction/__init__.py
26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/cd86703e2d9ffe00a382891b42cd19cdb4380994,1,1,Rename Module,scikits/learn,scikits/learn/features/image.py,scikits/learn/feature_extraction/image.py
26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/cd86703e2d9ffe00a382891b42cd19cdb4380994,1,1,Rename Module,scikits/learn,scikits/learn/features/tests/__init__.py,scikits/learn/feature_extraction/tests/__init__.py
26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/cd86703e2d9ffe00a382891b42cd19cdb4380994,1,1,Rename Module,scikits/learn,scikits/learn/features/tests/test_image.py,scikits/learn/feature_extraction/tests/test_image.py
26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/26bdc720b71c530560bad0b0826130bede6c7d40,https://github.com/scikit-learn/scikit-learn/commit/cd86703e2d9ffe00a382891b42cd19cdb4380994,1,1,Rename Module,scikits/learn,scikits/learn/features/text.py,scikits/learn/feature_extraction/text.py
239cf8b270bd06627b4720e14a2f4b08592f81f5,https://github.com/scikit-learn/scikit-learn/commit/239cf8b270bd06627b4720e14a2f4b08592f81f5,https://github.com/scikit-learn/scikit-learn/commit/5a71b609e12655f5d331084e19916f466a3abd00,1,1,Rename Module,scikits/learn,scikits/learn/boosting/base.py,scikits/learn/ensemble/base.py
1a521951141460698096a9d542f6036af9203484,https://github.com/scikit-learn/scikit-learn/commit/1a521951141460698096a9d542f6036af9203484,https://github.com/scikit-learn/scikit-learn/commit/6fcffc327b641381ee960343adebb80688e90892,1,1,Rename Module,examples/em,examples/em/expectation.py,examples/em/plot_expectation.py
f4944f0f8acda3bb3c0cf7ab690df6b4400598bd,https://github.com/pytorch/pytorch/commit/f4944f0f8acda3bb3c0cf7ab690df6b4400598bd,https://github.com/pytorch/pytorch/commit/cffeb03a2db7dd1b1f4542a0b7050cce370a9053,1,1,Rename Module,test,test/common.py,test/common_utils.py
dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/e5501a967e0d846686144a5c9abd66dd9280a072,1,1,Rename Module,torch/ao/pruning,torch/ao/pruning/pruner/__init__.py,torch/ao/pruning/sparsifier/__init__.py
dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/e5501a967e0d846686144a5c9abd66dd9280a072,1,1,Rename Module,torch/ao/pruning,torch/ao/pruning/pruner/base_pruner.py,torch/ao/pruning/sparsifier/base_pruner.py
dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/e5501a967e0d846686144a5c9abd66dd9280a072,1,1,Rename Module,torch/ao/pruning,torch/ao/pruning/pruner/nearly_diagonal_pruner.py,torch/ao/pruning/sparsifier/nearly_diagonal_pruner.py
dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/e5501a967e0d846686144a5c9abd66dd9280a072,1,1,Rename Module,torch/ao/pruning,torch/ao/pruning/pruner/utils.py,torch/ao/pruning/sparsifier/utils.py
dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/dda7ce4bb381a3a339fbd59b031be8c15fdbb658,https://github.com/pytorch/pytorch/commit/e5501a967e0d846686144a5c9abd66dd9280a072,1,1,Rename Module,torch/ao/pruning,torch/ao/pruning/pruner/weight_norm_pruner.py,torch/ao/pruning/sparsifier/weight_norm_pruner.py
d80056312aa8bb56a17a9b3fc7d353a0240c8152,https://github.com/pytorch/pytorch/commit/d80056312aa8bb56a17a9b3fc7d353a0240c8152,https://github.com/pytorch/pytorch/commit/314e7c37c32d381124036fcb64bde5e9bd7f3bf7,1,0,Rename Module,torch/ao/quantization/fx/,torch/ao/quantization/fx/fusion_patterns.py,torch/ao/quantization/fx/fuse_handler.py
d80056312aa8bb56a17a9b3fc7d353a0240c8152,https://github.com/pytorch/pytorch/commit/d80056312aa8bb56a17a9b3fc7d353a0240c8152,https://github.com/pytorch/pytorch/commit/314e7c37c32d381124036fcb64bde5e9bd7f3bf7,1,0,Rename Module,torch/ao/quantization/fx/,torch/ao/quantization/fx/quantization_patterns.py,torch/ao/quantization/fx/quantize_handler.py
b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/82d587f434a6112cce85b0a82de654fefc89e4bf,1,1,Rename Module,test/quantization,test/quantization/test_bias_correction.py,test/quantization/test_bias_correction_eager.py
b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/82d587f434a6112cce85b0a82de654fefc89e4bf,1,1,Rename Module,test/quantization,test/quantization/test_equalize.py,test/quantization/test_equalize_eager.py
b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/b6c5c5d90ef8c5560ba7e9b4d471d8949babd1bd,https://github.com/pytorch/pytorch/commit/82d587f434a6112cce85b0a82de654fefc89e4bf,1,1,Rename Module,test/quantization,test/quantization/test_numeric_suite.py,test/quantization/test_numeric_suite_eager.py
b2f489dc573facc9f8e64d7271b552215e43e73d,https://github.com/pytorch/pytorch/commit/b2f489dc573facc9f8e64d7271b552215e43e73d,https://github.com/pytorch/pytorch/commit/6d70d1574fbc1292ceb72f33f677179ae1d70482,1,2,Rename Module,test/quantization,test/quantization/test_quantize_script.py,test/quantization/test_quantize_jit.py
a70082a863e8287cad9d8369129a4b3dda29410d,https://github.com/pytorch/pytorch/commit/a70082a863e8287cad9d8369129a4b3dda29410d,https://github.com/pytorch/pytorch/commit/d1760d7a4221b778521f9d87b3d23af80264d5f9,1,1,Rename Module,functorch/experimental,functorch/experimental/cond.py,functorch/experimental/_cond.py
