SHA,URL,Parent,Independent,Pure,Operation,Location,Src,Dst
8b1e044236073b458a3b2d6b75c9f92358968a79,https://github.com/tensorflow/tensorflow/commit/8b1e044236073b458a3b2d6b75c9f92358968a79,https://github.com/tensorflow/tensorflow/commit/fa347823529e34050107f4981f3e24ec35a9cb8c,1,0,Reorder Parameter,"tensorflow/compiler/xla/python/xla_client.py
make_tuple","buffers, backend=None, device=0","buffers, device, backend=None"
4b57da4ced14a9d892cb8a4d92bf9d3ec911b27a,https://github.com/tensorflow/tensorflow/commit/4b57da4ced14a9d892cb8a4d92bf9d3ec911b27a,https://github.com/tensorflow/tensorflow/commit/d8b65d40358ee2acde556511ebf84a9ad50cbd47,1,1,Reorder Parameter,"tensorflow/python/ops/math_ops.py
 Method bincount",arr minlength=None maxlength=None weights=None dtype=dtypes.int32,arr weights=None minlength=None maxlength=None dtype=dtypes.int32
498f3f6cac1b903252d1c8e400e8adf5bd1c7d98,https://github.com/tensorflow/tensorflow/commit/498f3f6cac1b903252d1c8e400e8adf5bd1c7d98,https://github.com/tensorflow/tensorflow/commit/dfcbf51a70df996478515543319d68284429b3c6,1,1,Reorder Parameter,"tensorflow/python/ops/math_ops.py
 Method bincount",arr minlength=None maxlength=None weights=None dtype=dtypes.int32,arr weights=None minlength=None maxlength=None dtype=dtypes.int32
aa13538fdfc0dda14619426764c7c96544ee5209,https://github.com/scikit-learn/scikit-learn/commit/aa13538fdfc0dda14619426764c7c96544ee5209,https://github.com/scikit-learn/scikit-learn/commit/9aabbdb211c7e7bbab520ca1819ad9f06cbc7552,1,0,Reorder Parameter,"sklearn/cluster/k_means_.py
_mini_batch_step_dense","(X, batch_slice, centers, counts, x_squared_norms)","(X, x_squared_norms, batch_slice, centers, counts)"
761dde684aa3639532c18a251ec317c384483ad0,https://github.com/scikit-learn/scikit-learn/commit/761dde684aa3639532c18a251ec317c384483ad0,https://github.com/scikit-learn/scikit-learn/commit/b7f482bd3c6eaf87ccd59e5b2b3155ff4a9bbc25,1,1,Reorder Parameter,"sklearn/cluster/k_means_.py
_k_init","(X, n_clusters, n_local_trials=None, random_state=None, x_squared_norms=None)","(X, n_clusters, x_squared_norms, random_state, n_local_trials=None)"
6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6d4914df4b7f29abb7deb7fb7f7735f63c8f7a59,1,1,Reorder Parameter,"sklearn/isotonic.py
isotonic_regression",y weigh y_min y_max sample_weight,y sample_weigh y_min y_max weight
6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6d4914df4b7f29abb7deb7fb7f7735f63c8f7a59,1,1,Reorder Parameter,"sklearn/isotonic.py
fit",self X y weight sample_weight,self X y sample_weight weight
6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6bf4b8e3865480e71f4aa16b6f1b5ffdb8009bae,https://github.com/scikit-learn/scikit-learn/commit/6d4914df4b7f29abb7deb7fb7f7735f63c8f7a59,1,1,Reorder Parameter,"sklearn/isotonic.py
fit_transform",self X y weight sample_weight,self X y sample_weight weight
ffdae0a35785337bd10fed289d3998ba0e7c014b,https://github.com/tensorflow/tensorflow/commit/ffdae0a35785337bd10fed289d3998ba0e7c014b,https://github.com/tensorflow/tensorflow/commit/37bfad3c33c005077630b021ca927608dd70bb3e,1,1,Rename Variable,"tensorflow/python/estimator/run_config.py
_init_distributed_setting_from_environment_var",_global_id,_global_id_in_cluster
fb3bcc39a5801eed9923765ada7992d3696ad9a4,https://github.com/tensorflow/tensorflow/commit/fb3bcc39a5801eed9923765ada7992d3696ad9a4,https://github.com/tensorflow/tensorflow/commit/0fe671dd0a14614edbbd50397777def3bff770cc,1,1,Rename Variable,"tensorflow/lite/python/convert.py
build_toco_convert_protos",allow_flex_ops,enable_select_tf_ops
fb3bcc39a5801eed9923765ada7992d3696ad9a4,https://github.com/tensorflow/tensorflow/commit/fb3bcc39a5801eed9923765ada7992d3696ad9a4,https://github.com/tensorflow/tensorflow/commit/0fe671dd0a14614edbbd50397777def3bff770cc,1,1,Rename Variable,"tensorflow/lite/python/convert.py
build_toco_convert_protos",force_flex_ops,force_select_tf_ops
fa10b3fafcf3831004d67d5b9dbdc8090243e9b6,https://github.com/tensorflow/tensorflow/commit/fa10b3fafcf3831004d67d5b9dbdc8090243e9b6,https://github.com/tensorflow/tensorflow/commit/6a22ad8f67f25a5a321ff6306ccbac4a3e33ee19,1,2,Rename Variable,tensorflow/lite/tools/flatbuffer_utils.py,TFLITE_FILE_IDENTIFIER,_TFLITE_FILE_IDENTIFIER
f8c14ec741b08d8b9920d3fcd016b974f7adb2b0,https://github.com/tensorflow/tensorflow/commit/f8c14ec741b08d8b9920d3fcd016b974f7adb2b0,https://github.com/tensorflow/tensorflow/commit/dc30240f53bcf1fa2098461b4c2c60d0805b4744,1,1,Rename Variable,"tensorflow/python/distribute/values.py
__init__",_var_policy,_policy
f8c14ec741b08d8b9920d3fcd016b974f7adb2b0,https://github.com/tensorflow/tensorflow/commit/f8c14ec741b08d8b9920d3fcd016b974f7adb2b0,https://github.com/tensorflow/tensorflow/commit/dc30240f53bcf1fa2098461b4c2c60d0805b4744,1,1,Rename Variable,"tensorflow/python/distribute/values.py
_is_mirrored",_var_policy,_policy
f4de1e737c914618e6fcefac5918fe73945ef9fb,https://github.com/tensorflow/tensorflow/commit/f4de1e737c914618e6fcefac5918fe73945ef9fb,https://github.com/tensorflow/tensorflow/commit/e50233ce00d6010801934b9ac02f1d57de415672,1,1,Rename Variable,"tensorflow/contrib/timeseries/python/timeseries/ar_model.py
__init__",_periods,_periodicities
f23830c990f02a92c58c78b5c9f5f39ecae08fca,https://github.com/tensorflow/tensorflow/commit/f23830c990f02a92c58c78b5c9f5f39ecae08fca,https://github.com/tensorflow/tensorflow/commit/bbbdd5327df7beb6b61f737a753334a599285acb,1,1,Rename Variable,"tensorflow/python/data/benchmarks/benchmark_base.py
_run_eager_benchmark",op_or_dataset,iterable
f0ee69ee30bcc65631e80768e47932bb871d640e,https://github.com/tensorflow/tensorflow/commit/f0ee69ee30bcc65631e80768e47932bb871d640e,https://github.com/tensorflow/tensorflow/commit/c7ca12518d4db68ec59bfbc04d93be07b361bfc8,1,1,Rename Variable,"tensorflow/lite/python/lite.py
__init__",experimental_new_quantizer,_experimental_new_quantizer
f0ee69ee30bcc65631e80768e47932bb871d640e,https://github.com/tensorflow/tensorflow/commit/f0ee69ee30bcc65631e80768e47932bb871d640e,https://github.com/tensorflow/tensorflow/commit/c7ca12518d4db68ec59bfbc04d93be07b361bfc8,1,1,Rename Variable,"tensorflow/lite/python/lite.py
__init__",experimental_calibrate_only,_experimental_calibrate_only
edc252f6ec7e09f7bc5c984ce2a760ce23e0beb3,https://github.com/tensorflow/tensorflow/commit/edc252f6ec7e09f7bc5c984ce2a760ce23e0beb3,https://github.com/tensorflow/tensorflow/commit/86330c31164fc1b382d6ce439f440b8d35dc9f51,1,0,Rename Variable,"tensorflow/python/distribute/multi_process_runner.py
__init__",_list_stdout,_return_output
eaa78c17269b97991355974d7a26d650de76bbcd,https://github.com/tensorflow/tensorflow/commit/eaa78c17269b97991355974d7a26d650de76bbcd,https://github.com/tensorflow/tensorflow/commit/c09c8aef8b78686910ef887d3032e408f16e114b,1,0,Rename Variable,"tensorflow/contrib/autograph/converters/break_statements.py
visit_For",extra_cond,extra_test
e96a7098f1fb3efede53c153aff2f25eb5bdcbd9,https://github.com/tensorflow/tensorflow/commit/e96a7098f1fb3efede53c153aff2f25eb5bdcbd9,https://github.com/tensorflow/tensorflow/commit/e1dbc08ddd0a0a2872ff90648f8c21edc20abc9b,1,0,Rename Variable,"tensorflow/python/distribute/multi_process_runner.py
__init__",_stream_stdout,_stream_output
e824de5ce5c652746a62eb513c0f5ed10a6372a3,https://github.com/tensorflow/tensorflow/commit/e824de5ce5c652746a62eb513c0f5ed10a6372a3,https://github.com/tensorflow/tensorflow/commit/edc5d96fa11966a9d1cabafd651eacc95c86608a,1,2,Rename Variable,"tensorflow/python/framework/sparse_tensor.py
__init__",_shape,_dense_shape
e08ae8459886595aafeec694a49fa8fd4bd23025,https://github.com/tensorflow/tensorflow/commit/e08ae8459886595aafeec694a49fa8fd4bd23025,https://github.com/tensorflow/tensorflow/commit/115ea3db3464adc9890028c3b7c201cd8ea1bf94,1,2,Rename Variable,"tensorflow/python/eager/def_function.py
embedding_matmul",experimental_relax_shapes,_experimental_relax_shapes
dac3cf87e6fd2fd80ebc05c1d21bec9ca992041d,https://github.com/tensorflow/tensorflow/commit/dac3cf87e6fd2fd80ebc05c1d21bec9ca992041d,https://github.com/tensorflow/tensorflow/commit/4f6e6eb285e0e925271d632cc688811ca4e8c5a2,1,0,Rename Variable,"tensorflow/python/ops/metrics_impl.py
mean",total_compute_op,update_total_op
dac3cf87e6fd2fd80ebc05c1d21bec9ca992041d,https://github.com/tensorflow/tensorflow/commit/dac3cf87e6fd2fd80ebc05c1d21bec9ca992041d,https://github.com/tensorflow/tensorflow/commit/4f6e6eb285e0e925271d632cc688811ca4e8c5a2,1,0,Rename Variable,"tensorflow/python/ops/metrics_impl.py
mean",count_compute_op,update_count_op
ce2e925493cead88de6546ad2754d953694d91c3,https://github.com/tensorflow/tensorflow/commit/ce2e925493cead88de6546ad2754d953694d91c3,https://github.com/tensorflow/tensorflow/commit/c69e84b5fb1ae7d0d272c37a59a6c94839211af1,1,1,Rename Variable,"tensorflow/python/data/kernel_tests/matching_files_dataset_op_test.py
testNestedDirectories",file,filename
c1efa5341c713b21acefb2536e59ccae232ab066,https://github.com/tensorflow/tensorflow/commit/c1efa5341c713b21acefb2536e59ccae232ab066,https://github.com/tensorflow/tensorflow/commit/ea9aba4c6ef631113b38a30892d4de9755cd1dff,1,1,Rename Variable,tensorflow/python/kernel_tests/extract_volume_patches_grad_test.py,in_val,input_val
c050b13bb61729ee900161bfa41289e51e45ffe1,https://github.com/tensorflow/tensorflow/commit/c050b13bb61729ee900161bfa41289e51e45ffe1,https://github.com/tensorflow/tensorflow/commit/15a3221c1e73d3f6a9aed0a73d5e2248cb74d453,1,2,Rename Variable,"tensorflow/python/keras/layers/preprocessing/category_encoding_distribution_test.py
test_distribution",max_tokens,num_tokens
bf0764d49138a770dbadebf9cfc3c56aa8ef641d,https://github.com/tensorflow/tensorflow/commit/bf0764d49138a770dbadebf9cfc3c56aa8ef641d,https://github.com/tensorflow/tensorflow/commit/517060db461e2c39f149a1899c1cca173214c0ce,1,0,Rename Variable,"tensorflow/lite/tools/flatbuffer_utils.py
xxd_output_to_object",model_bytearray,model_bytes
b79af7bd609421fabb8c882c21ce18350584687b,https://github.com/tensorflow/tensorflow/commit/b79af7bd609421fabb8c882c21ce18350584687b,https://github.com/tensorflow/tensorflow/commit/620d04b0d971ad85967f7edc93ca2e9c371eee53,1,0,Rename Variable,"tensorflow/python/keras/layers/normalization.py
_renorm_correction_and_moments",mixed_renorm_stddev,renorm_stddev
b79af7bd609421fabb8c882c21ce18350584687b,https://github.com/tensorflow/tensorflow/commit/b79af7bd609421fabb8c882c21ce18350584687b,https://github.com/tensorflow/tensorflow/commit/620d04b0d971ad85967f7edc93ca2e9c371eee53,1,0,Rename Variable,"tensorflow/python/keras/layers/normalization.py
_renorm_correction_and_moments",mixed_renorm_mean,renorm_mean
b49474d2794a86b4f4e27aefb0998e1c7734135b,https://github.com/tensorflow/tensorflow/commit/b49474d2794a86b4f4e27aefb0998e1c7734135b,https://github.com/tensorflow/tensorflow/commit/2a78729b4b2abc0f098fe7f21d6bdb862d8da138,1,2,Rename Variable,"tensorflow/python/client/session.py
run",run_outputs,run_metadata
b3c3a1c5720fd8122ef425b2c9b9081967a16d21,https://github.com/tensorflow/tensorflow/commit/b3c3a1c5720fd8122ef425b2c9b9081967a16d21,https://github.com/tensorflow/tensorflow/commit/27b5bcca897ca9f8707d1287dcc564408268d83d,1,2,Rename Variable,"tensorflow/python/client/session.py
_run",feed_dict_string,feed_dict_tensor
b2ba7c7176c462342e0614811fa05f9701a1ba40,https://github.com/tensorflow/tensorflow/commit/b2ba7c7176c462342e0614811fa05f9701a1ba40,https://github.com/tensorflow/tensorflow/commit/385af760d2cb0730dfaeee1ea97261f0ca03f11f,1,1,Rename Variable,"tensorflow/contrib/rnn/python/ops/lstm_ops.py
_LSTMBlockCellGrad",dicfo,dgates
aef2d88445cef2e9567a9274562d8d2147b20dc5,https://github.com/tensorflow/tensorflow/commit/aef2d88445cef2e9567a9274562d8d2147b20dc5,https://github.com/tensorflow/tensorflow/commit/6dfff4f02535e8f9d91aa3a2d193b7ab354489d7,1,1,Rename Variable,"tensorflow/lite/testing/generate_examples_lib.py
__init__",ignore_toco_errors,ignore_converter_errors
aa4c188ff8b25577df6f1ed31e273403114750c2,https://github.com/tensorflow/tensorflow/commit/aa4c188ff8b25577df6f1ed31e273403114750c2,https://github.com/tensorflow/tensorflow/commit/5572e35f0318830fbf9a42cd2f03f7bc19a3f475,1,2,Rename Variable,"tensorflow/python/layers/core.py
build",w,kernel
a571fc91c3360b53b343d189481af77bb378a099,https://github.com/tensorflow/tensorflow/commit/a571fc91c3360b53b343d189481af77bb378a099,https://github.com/tensorflow/tensorflow/commit/47430dbd3b74b5d1c9b21c82e5e7002b48d588fc,1,1,Rename Variable,"tensorflow/models/image/cifar10/cifar10.py
inference",bias,pre_activation
9fe33c2d5f961b5bd9111ef93ab271e931eb0422,https://github.com/tensorflow/tensorflow/commit/9fe33c2d5f961b5bd9111ef93ab271e931eb0422,https://github.com/tensorflow/tensorflow/commit/a6698972a48f1f4b7f1fad50a456e61be5cb333f,1,2,Rename Variable,"tensorflow/contrib/bayesflow/python/kernel_tests/entropy_test.py
test_convergence_to_kl_using_sample_form_on_3dim_normal",mu,loc
9fe33c2d5f961b5bd9111ef93ab271e931eb0422,https://github.com/tensorflow/tensorflow/commit/9fe33c2d5f961b5bd9111ef93ab271e931eb0422,https://github.com/tensorflow/tensorflow/commit/a6698972a48f1f4b7f1fad50a456e61be5cb333f,1,2,Rename Variable,"tensorflow/contrib/bayesflow/python/kernel_tests/entropy_test.py
test_convergence_to_kl_using_sample_form_on_3dim_normal",diag_stddev,scale_diag
9d1679d8f3fbc76f2b2a74cce7e8014f8d4543bc,https://github.com/tensorflow/tensorflow/commit/9d1679d8f3fbc76f2b2a74cce7e8014f8d4543bc,https://github.com/tensorflow/tensorflow/commit/aef1824aceb325170ddb8f2cf5d78277845e9ef4,1,1,Rename Variable,tensorflow/python/saved_model/function_deserialization.py,monomorphic_function,concrete_function
960a225b72a8c6615b0296e1e2bfcf7e4a25d27f,https://github.com/tensorflow/tensorflow/commit/960a225b72a8c6615b0296e1e2bfcf7e4a25d27f,https://github.com/tensorflow/tensorflow/commit/e6f75bb0e0b41bb67250b5ce98af8f5caf645f5f,1,2,Rename Variable,"tensorflow/python/distribute/distribute_lib.py
create_mirrored_variable",v,value
95a8af24058c168ce8a5327451e1cfcbc56461eb,https://github.com/tensorflow/tensorflow/commit/95a8af24058c168ce8a5327451e1cfcbc56461eb,https://github.com/tensorflow/tensorflow/commit/8bfaa9213b640201b6886f3f245a1ad1a7461030,1,2,Rename Variable,"tensorflow/contrib/py2tf/converters/call_trees.py
_should_compile",target_obj,target_entity
901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/a7b60a8206554270c1d066fd66242b1d90574a14,1,1,Rename Variable,"tensorflow/contrib/bayesflow/python/kernel_tests/monte_carlo_test.py
test_normal_integral_mean_and_var_correctly_estimated",stdev,stddev
901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/a7b60a8206554270c1d066fd66242b1d90574a14,1,1,Rename Variable,"tensorflow/contrib/distributions/python/kernel_tests/gamma_test.py
testGammaStd",expected_std,expected_stddev
901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/901f6508ecb290278d94481d63dd9177a7c1d55d,https://github.com/tensorflow/tensorflow/commit/a7b60a8206554270c1d066fd66242b1d90574a14,1,1,Rename Variable,"tensorflow/contrib/distributions/python/kernel_tests/quantized_distribution_test.py
testSamplesAgreeWithPdfForSamplesOverSmallRange",std_err_bound,stddev_err_bound
891de62d0266113b067267ece48ea448665a5fbe,https://github.com/tensorflow/tensorflow/commit/891de62d0266113b067267ece48ea448665a5fbe,https://github.com/tensorflow/tensorflow/commit/ab3223ef812601f86c611277adef3c33963d5efc,1,2,Rename Variable,"tensorflow/contrib/seq2seq/python/ops/beam_search_decoder.py
_beam_search_step",probs,step_log_probs
858c1709cbe48d429caab3b9340bffb595234f44,https://github.com/tensorflow/tensorflow/commit/858c1709cbe48d429caab3b9340bffb595234f44,https://github.com/tensorflow/tensorflow/commit/647fb04b233f0476d46ce449125c7cc4087c8b81,1,1,Rename Variable,"tensorflow/examples/tutorials/mnist/fully_connected_feed.py
run_training",summary_op,summary
83cef3f1f4ce4177c5bcf38b6a24e920dc12fba7,https://github.com/tensorflow/tensorflow/commit/83cef3f1f4ce4177c5bcf38b6a24e920dc12fba7,https://github.com/tensorflow/tensorflow/commit/25e3ed65a66f4fb521db940f3038328178aa82d7,1,2,Rename Variable,tensorflow/python/kernel_tests/reverse_sequence_op_test.py,,
82ffe368896b5f360aa7afcdf613beff49a22bbe,https://github.com/tensorflow/tensorflow/commit/82ffe368896b5f360aa7afcdf613beff49a22bbe,https://github.com/tensorflow/tensorflow/commit/ed2f4e091d245ac85131bdfe769ef9c4ce20a277,1,2,Rename Variable,"tensorflow/python/ops/collective_ops_test.py
testCollectiveGatherPolymorphicShape",t0,input0
82ffe368896b5f360aa7afcdf613beff49a22bbe,https://github.com/tensorflow/tensorflow/commit/82ffe368896b5f360aa7afcdf613beff49a22bbe,https://github.com/tensorflow/tensorflow/commit/ed2f4e091d245ac85131bdfe769ef9c4ce20a277,1,2,Rename Variable,"tensorflow/python/ops/collective_ops_test.py
testCollectiveGatherPolymorphicShape",t1,input1
7f06d633e58ba37cbf654c1371135100260f20d8,https://github.com/tensorflow/tensorflow/commit/7f06d633e58ba37cbf654c1371135100260f20d8,https://github.com/tensorflow/tensorflow/commit/4456916672c32589d6681d43f72bb36b6bb64836,1,2,Rename Variable,"tensorflow/contrib/bayesflow/python/kernel_tests/mcmc_diagnostics_test.py
testListArgs",max_lags_threshold,filter_threshold
7f06d633e58ba37cbf654c1371135100260f20d8,https://github.com/tensorflow/tensorflow/commit/7f06d633e58ba37cbf654c1371135100260f20d8,https://github.com/tensorflow/tensorflow/commit/4456916672c32589d6681d43f72bb36b6bb64836,1,2,Rename Variable,"tensorflow/contrib/bayesflow/python/kernel_tests/mcmc_diagnostics_test.py
testListArgs",max_lags,filter_beyond_lag
761d850ac6456aed93ab250ff49af3f0a6a62960,https://github.com/tensorflow/tensorflow/commit/761d850ac6456aed93ab250ff49af3f0a6a62960,https://github.com/tensorflow/tensorflow/commit/29fdee8e85e750d04f6e9d378e85443ba5c7a239,1,1,Rename Variable,"tensorflow/lite/python/lite.py
_is_int16x8_target_required",TFLITE_BUILTINS_ACTIVATIONS_INT16_WEIGHTS_INT8,EXPERIMENTAL_TFLITE_BUILTINS_ACTIVATIONS_INT16_WEIGHTS_INT8
75ae7742abc027b001a5f3d7c020bb4504cc0f78,https://github.com/tensorflow/tensorflow/commit/75ae7742abc027b001a5f3d7c020bb4504cc0f78,https://github.com/tensorflow/tensorflow/commit/448a04e7c430e142076737e99d63d9a226ed32b1,1,0,Rename Variable,"tensorflow/python/keras/engine/training.py
_minimize",_HAS_ALL_REDUCE_SUM_GRAD,_HAS_AGGREGATE_GRAD
6dba9924198aba18535f0b131beae281aa7ef2f7,https://github.com/tensorflow/tensorflow/commit/6dba9924198aba18535f0b131beae281aa7ef2f7,https://github.com/tensorflow/tensorflow/commit/036c2c3e720ba65a975eb2db8e2b2dbc71417b74,1,2,Rename Variable,"tensorflow/contrib/learn/python/learn/estimators/dynamic_rnn_estimator_test.py
setUp",_rnn_cell,rnn_cell
6dba9924198aba18535f0b131beae281aa7ef2f7,https://github.com/tensorflow/tensorflow/commit/6dba9924198aba18535f0b131beae281aa7ef2f7,https://github.com/tensorflow/tensorflow/commit/036c2c3e720ba65a975eb2db8e2b2dbc71417b74,1,2,Rename Variable,"tensorflow/contrib/learn/python/learn/estimators/dynamic_rnn_estimator_test.py
setUp",_mock_target_column,mock_target_column
6aebb0866718cae2c921e875f3fd74573ee9acc8,https://github.com/tensorflow/tensorflow/commit/6aebb0866718cae2c921e875f3fd74573ee9acc8,https://github.com/tensorflow/tensorflow/commit/3c283b598f2de0376dfaf63ed50c4625abbf6e03,1,1,Rename Variable,"tensorflow/contrib/tpu/python/tpu/tpu_estimator.py
_log_and_record",global_step_per_sec,global_steps_per_sec
65b507e8a14f625e7d3f9870ab0816f56bf83f49,https://github.com/tensorflow/tensorflow/commit/65b507e8a14f625e7d3f9870ab0816f56bf83f49,https://github.com/tensorflow/tensorflow/commit/d8dec65c53cd685d6601b9e063b5474b5e706ad5,1,0,Rename Variable,"tensorflow/python/saved_model/function_deserialization.py
__init__",_concrete_functions,concrete_functions
650b7211319fcf6749ef58d6ec212a01530c4404,https://github.com/tensorflow/tensorflow/commit/650b7211319fcf6749ef58d6ec212a01530c4404,https://github.com/tensorflow/tensorflow/commit/937d7e1258191123f199d5555f30b09e93a6cf9f,1,0,Rename Variable,"tensorflow/python/ops/while_v2.py
__init__",popped_tensor_lists,internal_capture_to_output
5d5975bab087894e78bf2be1e9195a29e6fe7fe7,https://github.com/tensorflow/tensorflow/commit/5d5975bab087894e78bf2be1e9195a29e6fe7fe7,https://github.com/tensorflow/tensorflow/commit/c45540390b452aace2909ad9f891f581cf5d1e9b,1,1,Rename Variable,"tensorflow/python/estimator/inputs/numpy_io.py
input_fn",ordered_dict_x,ordered_dict_data
555eda8a0eaad1db9d5f20e5e4b4cf94a863aa1d,https://github.com/tensorflow/tensorflow/commit/555eda8a0eaad1db9d5f20e5e4b4cf94a863aa1d,https://github.com/tensorflow/tensorflow/commit/86189f62442de6b7683640d44cd44bec3e0244b7,1,0,Rename Variable,"tensorflow/python/keras/backend.py
cast_to_floatx",PER_GRAPH_LAYER_NAME_UIDS,PER_GRAPH_OBJECT_NAME_UIDS
5367cbe18f38ab5cac4fce2f5f0b24dde2590473,https://github.com/tensorflow/tensorflow/commit/5367cbe18f38ab5cac4fce2f5f0b24dde2590473,https://github.com/tensorflow/tensorflow/commit/dc83f1309f6f2f5b9518f915ee76e33966561e7c,1,1,Rename Variable,"tensorflow/lite/python/lite.py
__init__",experimental_enable_mlir_converter,experimental_new_converter
4d70239f0e090f2a455605c7e348415705f3656f,https://github.com/tensorflow/tensorflow/commit/4d70239f0e090f2a455605c7e348415705f3656f,https://github.com/tensorflow/tensorflow/commit/6a1b867ff939211673abe6ebe2d3989c74084403,1,1,Rename Variable,tensorflow/python/estimator/canned/dnn.py,sparse_feature_a,categorical_feature_a
4d70239f0e090f2a455605c7e348415705f3656f,https://github.com/tensorflow/tensorflow/commit/4d70239f0e090f2a455605c7e348415705f3656f,https://github.com/tensorflow/tensorflow/commit/6a1b867ff939211673abe6ebe2d3989c74084403,1,1,Rename Variable,tensorflow/python/estimator/canned/dnn.py,sparse_feature_b,categorical_feature_b
4bc8285bb65da03862f4131bf7b4df6fe32de560,https://github.com/tensorflow/tensorflow/commit/4bc8285bb65da03862f4131bf7b4df6fe32de560,https://github.com/tensorflow/tensorflow/commit/7d6bff455d73aca56adcd5212e1b8dbc94e7360a,1,1,Rename Variable,"tensorflow/contrib/linear_optimizer/python/ops/sdca_ops.py
_linear_predictions",predictions,result
4baf08902bb99d3478e9e87688c78fa2d793db8c,https://github.com/tensorflow/tensorflow/commit/4baf08902bb99d3478e9e87688c78fa2d793db8c,https://github.com/tensorflow/tensorflow/commit/a2e02c7306e041ec452dd9729e30d45b0e8bb3af,1,0,Rename Variable,"tensorflow/contrib/distribute/python/cross_tower_ops.py
_normalize_value_destination_pairs",per_device,per_replica
466040ca83a29d9842c4f44b56f51e99a16083dc,https://github.com/tensorflow/tensorflow/commit/466040ca83a29d9842c4f44b56f51e99a16083dc,https://github.com/tensorflow/tensorflow/commit/0beff6bd1342f399173fc4e9d0e79afa3c54503b,1,1,Rename Variable,tensorflow/contrib/summary/summary_ops.py,Method graph,_choose_step
38df5d8ef43e884674f22670dbfd19ec26782f17,https://github.com/tensorflow/tensorflow/commit/38df5d8ef43e884674f22670dbfd19ec26782f17,https://github.com/tensorflow/tensorflow/commit/da5e174981c629aa76e01448011a3f645ecbdab8,1,1,Rename Variable,"tensorflow/python/autograph/pyct/parser.py
parse_entity",source,original_source
36ab34a39bbf56c190899f9819fe10ebd8fe7b2d,https://github.com/tensorflow/tensorflow/commit/36ab34a39bbf56c190899f9819fe10ebd8fe7b2d,https://github.com/tensorflow/tensorflow/commit/98ae2989077155a867b481cbe5f0981d8681743e,1,2,Rename Variable,"tensorflow/python/ops/image_ops.py
resize_image_with_crop_or_pad",original_height,height
36ab34a39bbf56c190899f9819fe10ebd8fe7b2d,https://github.com/tensorflow/tensorflow/commit/36ab34a39bbf56c190899f9819fe10ebd8fe7b2d,https://github.com/tensorflow/tensorflow/commit/98ae2989077155a867b481cbe5f0981d8681743e,1,2,Rename Variable,"tensorflow/python/ops/image_ops.py
resize_image_with_crop_or_pad",original_width,width
2cb745ef1e0b4082a618c81274fca39be0cb4fc6,https://github.com/tensorflow/tensorflow/commit/2cb745ef1e0b4082a618c81274fca39be0cb4fc6,https://github.com/tensorflow/tensorflow/commit/12fe001c322f206fec536d640151c836756c2ced,1,0,Rename Variable,"tensorflow/python/keras/optimizer_v2/adagrad.py
_create_slots",epsilon,epsilon_t
28602b108452fa6d6fabe4486381081c45c603d5,https://github.com/tensorflow/tensorflow/commit/28602b108452fa6d6fabe4486381081c45c603d5,https://github.com/tensorflow/tensorflow/commit/9a7c57d1d810b32679ad31dbce7ffea94e3be896,1,0,Rename Variable,"tensorflow/lite/testing/generate_examples_report.py
make_report_table",toco,converter
27cb0773412df75ebede70092c3fc28d96e0d2c0,https://github.com/tensorflow/tensorflow/commit/27cb0773412df75ebede70092c3fc28d96e0d2c0,https://github.com/tensorflow/tensorflow/commit/e0cb33fa2189fecfcc62a39d34ddad2374666ab1,1,1,Rename Variable,"tensorflow/contrib/training/python/training/bucket_ops_test.py
_testBucketBySequenceLength",target_len,labels_len
27cb0773412df75ebede70092c3fc28d96e0d2c0,https://github.com/tensorflow/tensorflow/commit/27cb0773412df75ebede70092c3fc28d96e0d2c0,https://github.com/tensorflow/tensorflow/commit/e0cb33fa2189fecfcc62a39d34ddad2374666ab1,1,1,Rename Variable,"tensorflow/contrib/training/python/training/bucket_ops_test.py
_testBucketBySequenceLength",targets,labels
236a1c7f7d577d9758d06a6c382035065075578d,https://github.com/tensorflow/tensorflow/commit/236a1c7f7d577d9758d06a6c382035065075578d,https://github.com/tensorflow/tensorflow/commit/2e40a44fdee87b526e5f379ff09e4b856bf743c6,1,1,Rename Variable,tensorflow/contrib/learn/python/learn/monitors.py,outputs,validation_outputs
